,index,0
5806,information technology and services,4810
5807,education management,4811
5808,computer software,4812
5809,software development and design,4815
5810,software,4815
5811,engineering software,4815
5812,business intelligence software(bi),4815
5813,enterprise resource planning software(erp),4815
5814,software development and design,4816
5815,software,4816
5816,engineering software,4816
5817,business intelligence software(bi),4816
5818,enterprise resource planning software(erp),4816
5819,internet,4817
5820,publishing,4818
5821,computer software,4819
5822,consumer electronics,4820
5823,information technology and services,4821
5824,consumer electronics,4822
5825,computer games,4824
5826,information technology and services,4825
5827,computer software,4826
5828,information technology and services,4827
5829,information technology and services,4828
5830,information technology and services,4829
5831,computer software,4830
5832,information services,4831
5833,nonprofit organization management,4832
5834,computer software,4833
5835,construction,4834
5836,commercial and residential construction,4834
5837,architecture,4834
5838, engineering and design,4834
5839,computer software,4835
5840,internet,4836
5841,marketing and advertising,4837
5842,real estate,4838
5843,internet,4839
5844,information technology and services,4840
5845,telecommunications,4841
5846,internet,4842
5847,educational software ,4843
5848,computer software,4844
5849,computer software,4845
5850,telecommunications,4846
5851,oil and energy,4848
5852,internet,4849
5853,computer software,4850
5854,newspapers and news services,4851
5855,media and internet,4851
5856,sports,4852
5857,information technology and services,4853
5858,medical devices and equipment,4854
5859,manufacturing,4854
5860,internet,4855
5861,finacial services,4857
5862,management consulting,4858
5863,management consulting,4859
5864,financial services,4860
5865,design,4861
5866,internet,4863
5867,computer software,4864
5868,hospital and health care,4865
5869,computer software,4868
5870,information technology and services,4869
5871,internet,4870
5872,internet,4871
5873,leisure,4873
5874, travel and tourism,4873
5875,textiles,4874
5876,information technology and services,4875
5877,hospital and health care,4877
5878,internet,4879
5879,information technology and services,4880
5880,computer software,4881
5881,electrical/electronic manufacturing,4882
5882,publishing,4883
5883,marketing and advertising,4884
5884,design,4885
5885,consumer electronics,4886
5886,higher education,4887
5887,real estate,4889
5888,computer software,4890
5889,software development and design,4891
5890,software,4891
5891,metals and minerals,4891
5892,manufacturing,4891
5893,metals and mining,4891
5894,energy,4891
5895, utilities and waste treatment,4891
5896,internet,4892
5897,software development and design,4893
5898,software,4893
5899,drug stores and pharmacies,4893
5900,retail,4893
5901,healthcare,4893
5902,biotechnology,4893
5903,drug manufacturing and research,4893
5904,pharmaceuticals,4893
5905,hospitals and clinics,4893
5906,supply chain management software(scm),4893
5907,healthcare software,4893
5908,marketing and advertising,4894
5909,computer games,4895
5910,computer software,4896
5911,health,4897
5912, wellness and fitness,4897
5913,information technology and services,4899
5914,legal services,4900
5915,religious institutions,4903
5916,apparel retail,4904
5917,telecommunications,4907
5918,telephony and wireless,4907
5919,information technology and services,4908
5920,internet,4909
5921,information technology and services,4910
5922,computer software,4912
5923,b2b,4914
5924, professional services,4914
5925,retail,4915
5926,insurance,4917
5927,software development and design,4918
5928,software,4918
5929,newspapers and news services,4918
5930,publishing,4918
5931,media and internet,4918
5932,custom software and technical consulting,4918
5933,transportation,4918
5934,internet,4920
5935,computer software,4921
5936,consumer electronics,4922
5937,industrial automation,4923
5938,consumer electronics,4924
5939,food and beverages,4925
5940,health care,4926
5941,information technology and services,4927
5942,civic and social organization,4928
5943,architecture and planning,4929
5944,computer software,4930
5945,international affairs,4931
5946,information technologies and services,4932
5947,marketing and advertising,4933
5948,wireless,4935
5949,hospital and health care,4939
5950,e-learning,4941
5951,consumer electronics,4943
5952,engineering software,4944
5953,software development and design,4944
5954,software,4944
5955,internet,4945
5956,consumer electronics,4946
5957,design,4947
5958,publishing,4948
5959,"hospital and health care
",4949
5960,consumer goods,4950
5961,internet,4951
5962,real state,4952
5963,internet,4953
5964,human resource,4954
5965,crowdsourcing,4955
5966, recruiti,4955
5967,financial services,4956
5968,retail,4957
5969,computer networking,4960
5970,management consulting,4962
5971,acounting,4964
5972,higher education,4965
5973,information technology and services,4966
5974,computer software,4967
5975,information technology and services,4968
5976,information technology and services,4970
5977,accounting,4971
5978,nformation technology and services,4972
5979,information technology and services,4973
5980,computer software,4974
5981,higher education,4975
5982,consumer electronics,4976
5983,computer software,4978
5984,software development and design,4979
5985,software,4979
5986,software development and design,4980
5987,software,4980
5988,engineering software,4980
5989,content and collaboration software,4980
5990,information technology and services,4981
5991,e-learning,4982
5992,computer software,4983
5993,media production,4984
5994,computer software,4986
5995,financial services,4987
5996,information technology and services,4988
5997,computer software,4989
5998,financial services,4990
5999,information technology and services,4991
6000,internet,4992
6001,internet,4993
6002, data visualization,4993
6003, public safety,4993
6004,software development and design,4994
6005,software,4994
6006,information technology and services,4995
6007,alternative medicine,4996
6008,information technology and services,4997
6009,marketing and advertising,4998
6010,internet,4999
6011,computer software,5000
6012,information technology and services,5001
6013,information technology and services,5002
6014,computer software,5004
6015,leisure,5008
6016, travel and tourism,5008
6017,computer software,5009
6018,management consulting,5010
6019,insurance,5011
6020,nonprofit organization management,5012
6021,entertainment,5013
6022,civic and social organization,5015
6023,computer software,5017
